Contact_ID,Master_Contact_ID,Contact_Code,Media_Name,Contact_Name,ANI_DIALNUM,Skill_No,Skill_Name,Campaign_No,Campaign_Name,Agent_No,Agent_Name,Team_No,Team_Name,SLA,Start_Date,start_time,PreQueue,InQueue,Agent_Time,PostQueue,ACW_Time,Total_Time_Plus_Disposition,Abandon_Time,Routing_Time,Abandon,Callback_Time,Logged,Hold_Time,Disp_Code,Disp_Name,Disp_Comments,Tags,Start_Date_clean,ANI_DIALNUM_norm,_phone_is_junk,_phone_is_dialler,_rc_attributable
593000000010,593000000010,76084001,Phone Call,8870683592,5134675922,5610910,IAI English,5098169,IAI,48046147,Nicole Brown,9778972,Team Alpha,1,2025-10-31,2026-05-04 07:59:20,266,2,478,0,95,841,0,1,N,0,N,52,6889,Answering Machine,,,2025-10-31,5134675922,False,False,True
593000000011,593000000011,89737740,Phone Call,8082595775,nan,4097045,IAI English,6166977,IAI,42127680,Michael Rivera,3091887,Collections South,1,2026-04-23,2026-05-04 07:59:20,136,20,1017,0,24,1197,0,8,N,0,N,47,5302,Left Message,,,2026-04-23,,False,False,False
593000000012,593000000012,61256114,Phone Call,8955645000,7132390946,2500237,Espanol,8968797,TRI,59332529,Brandon Smith,5816799,Team Beta,0,2026-02-28,2026-05-04 07:59:20,107,23,226,0,30,386,0,8,N,0,N,30,9970,Promise to Pay,,,2026-02-28,7132390946,False,False,True
593000000013,593000000013,70624647,Phone Call,8631919695,2109130196,5779748,NRA English,7769245,CRC,33915052,Ashley Wilson,4963853,Team Alpha,1,2025-10-26,2026-05-04 07:59:20,280,15,571,0,66,932,0,6,N,0,N,28,8427,Promise to Pay,,,2025-10-26,2109130196,False,False,True
593000000014,593000000014,53749106,Phone Call,8146322880,7704446266,2234896,PMR English,2787086,PMR,54720258,Brandon Smith,2769709,RCM Offshore,1,2025-06-06,2026-05-04 07:59:20,41,16,866,0,14,937,0,3,N,0,N,44,3814,Answering Machine,,Repeat Caller,2025-06-06,7704446266,False,False,True
593000000015,593000000015,68125757,Phone Call,8940601585,8136067969,5085423,Outbound Collection,7130230,ACRB,39813275,Nicole Brown,1491165,Collections South,1,2025-09-02,2026-05-04 07:59:20,21,13,434,0,63,531,0,3,N,0,N,59,6980,No Answer,,,2025-09-02,8136067969,False,False,True
593000000016,593000000016,85745195,Phone Call,8921863180,2149275964,8254615,Espanol,2781663,TRI,54438825,David Chen,9330694,Team Alpha,1,2025-09-03,2026-05-04 07:59:20,66,0,129,0,98,293,0,1,N,0,N,57,3565,In Queue,,Repeat Caller,2025-09-03,2149275964,False,False,True
593000000017,593000000017,29394624,Phone Call,8582342166,4239200164,8068371,Espanol,1266867,NRA,42360261,Michael Rivera,9203282,PXP - Sagility,1,2025-06-01,2026-05-04 07:59:20,250,0,76,0,48,374,0,5,N,0,N,32,8127,Disconnected,,,2025-06-01,4239200164,False,False,True
593000000018,593000000018,68269433,Phone Call,8275300509,2105328806,7986911,SAPA English,4181669,SAPA,41458766,Nicole Brown,1460107,Collections South,1,2025-07-12,2026-05-04 07:59:20,1,11,255,0,20,287,0,6,N,0,N,41,5736,Patient Refused,,,2025-07-12,2105328806,False,False,True
593000000019,593000000019,60472598,Phone Call,8727670451,5127170056,1993295,PMR English,8951839,NRA,78891835,Robert Garcia,5703969,Team Alpha,0,2026-02-16,2026-05-04 07:59:20,101,27,348,0,77,553,9,6,Y,0,N,27,8369,Patient Refused,,,2026-02-16,5127170056,False,False,True
593000000020,593000000020,72266314,Phone Call,8223195446,3052413343,8399145,SAPA English,6449428,IAI,94373275,Christopher Martinez,7216526,Team Alpha,0,2026-01-05,2026-05-04 07:59:20,38,28,90,0,44,200,0,3,N,0,N,34,3087,Patient Refused,,First Time Call,2026-01-05,3052413343,False,False,True
593000000021,593000000021,52960674,Phone Call,8685479884,3053538540,4777343,Espanol,4509223,PMR,86600981,Sarah Thompson,5635709,Team Gamma,1,2025-11-26,2026-05-04 07:59:20,93,20,117,0,66,296,0,0,N,0,N,36,9243,Resolved,,Repeat Caller,2025-11-26,3053538540,False,False,True
593000000022,593000000022,40083667,Phone Call,8850755423,4194996290,8087683,CRC English,5651938,NRA,37457252,Nicole Brown,1667103,Team Alpha,0,2025-08-29,2026-05-04 07:59:20,196,28,1082,0,52,1358,0,1,N,0,N,5,2830,Patient Refused,,Repeat Caller,2025-08-29,4194996290,False,False,True
593000000023,593000000023,29070461,Phone Call,8337543334,nan,7545341,Espanol,1488197,SMED,81477847,Michael Rivera,1039236,Team Beta,1,2025-05-23,2026-05-04 07:59:20,217,15,141,0,43,416,0,7,N,0,N,27,4095,Disconnected,,,2025-05-23,,False,False,False
593000000024,593000000024,95827303,Phone Call,8457780655,6149746079,2297492,PMR English,2654851,GRH,13620984,Amanda Johnson,9263060,Team Gamma,1,2025-10-04,2026-05-04 07:59:20,258,19,545,0,69,891,0,3,N,0,N,2,4409,Promise to Pay,,First Time Call,2025-10-04,6149746079,False,False,True
593000000025,593000000025,11833956,Phone Call,8173404433,5127131028,2293755,PMR English,9077239,PMR,73597672,Robert Garcia,4923195,Team Gamma,1,2025-07-03,2026-05-04 07:59:20,292,20,1109,0,115,1536,0,1,N,0,N,50,5122,In Queue,,Escalation,2025-07-03,5127131028,False,False,True
593000000026,593000000026,32473761,Phone Call,8165972770,9047715905,9402792,NRA English,4128226,PMR,43188176,Christopher Martinez,5337299,Team Alpha,1,2025-11-05,2026-05-04 07:59:20,197,16,267,0,90,570,0,9,N,0,N,39,8616,Payment Collected,,First Time Call,2025-11-05,9047715905,False,True,True
593000000027,593000000027,91389044,Phone Call,8702317911,8174216262,7116928,IAI English,4038197,PMR,44047977,Amanda Johnson,7882204,Team Alpha,0,2026-03-16,2026-05-04 07:59:20,90,21,1055,0,39,1205,0,6,N,0,N,14,9287,Left Message,,,2026-03-16,8174216262,False,False,True
593000000028,593000000028,54915079,Phone Call,8565279788,4234509193,6818111,Espanol,4285024,SAPA,73184047,Jerome Viloria,1539527,Collections South,1,2026-01-02,2026-05-04 07:59:20,231,19,1084,0,64,1398,0,1,N,0,N,4,8857,Payment Collected,,Escalation,2026-01-02,4234509193,False,False,True
593000000029,593000000029,64810771,Phone Call,8497165753,2164086660,6127493,IAI English,4075141,GSIA,15515418,Jennifer Lee,8296213,Collections South,1,2025-07-01,2026-05-04 07:59:20,148,16,154,0,69,387,0,5,N,0,N,42,5614,Disconnected,,Repeat Caller,2025-07-01,2164086660,False,False,True
593000000030,593000000030,81135199,Phone Call,8158264152,8177913300,4887671,Inbound Main,7046299,IAI,52179035,Maria Santos,9943526,Team Alpha,1,2025-05-17,2026-05-04 07:59:20,52,20,191,0,58,321,0,2,N,0,N,53,1649,Payment Collected,,Escalation,2025-05-17,8177913300,False,False,True
593000000031,593000000031,95003769,Phone Call,8052097796,9549528081,8593056,Inbound Main,8573871,NRA,99606918,Amanda Johnson,6436535,PXP - Sagility,0,2025-11-28,2026-05-04 07:59:20,270,26,734,0,34,1064,0,9,N,0,N,13,9917,Left Message,,Repeat Caller,2025-11-28,9549528081,False,False,True
593000000032,593000000032,39482120,Phone Call,8238699817,3308167371,3903121,IAI English,5241302,ACRB,20968047,Jennifer Lee,9777765,RCM Offshore,0,2025-07-20,2026-05-04 07:59:20,242,24,856,0,19,1141,0,8,N,0,N,35,5327,Resolved,,First Time Call,2025-07-20,3308167371,False,False,True
593000000033,593000000033,66151071,Phone Call,8740021426,3053096451,8627878,NRA English,2729936,RASFA,37003779,Maria Santos,8022475,Team Gamma,1,2025-10-28,2026-05-04 07:59:20,56,15,621,0,2,694,0,2,N,0,N,25,7847,In Queue,,,2025-10-28,3053096451,False,False,True
593000000034,593000000034,65504922,Phone Call,8976066592,6144242771,9982356,Outbound Collection,4778810,MRB,56778335,Nicole Brown,1928153,RCM Offshore,1,2026-04-16,2026-05-04 07:59:20,192,8,120,0,81,401,0,7,N,0,N,40,6195,Resolved,,,2026-04-16,6144242771,False,False,True
593000000035,593000000035,85696449,Phone Call,8569642170,9373972886,2075763,IAI English,3085992,NRAA,30976374,Jerome Viloria,6131440,PXP - Sagility,1,2026-02-15,2026-05-04 07:59:20,272,13,966,0,90,1341,0,3,N,0,N,28,1917,Wrong Number,,Escalation,2026-02-15,9373972886,False,False,True
593000000036,593000000036,65934534,Phone Call,8545737714,2148911485,9188952,Espanol,7503816,GRH,49603199,Sarah Thompson,5765401,Team Gamma,1,2025-06-08,2026-05-04 07:59:20,46,13,1164,0,94,1317,0,1,N,0,N,53,7160,Disconnected,,Repeat Caller,2025-06-08,2148911485,False,False,True
593000000037,593000000037,62582943,Phone Call,8327552483,6146665295,4263128,SAPA English,1916493,NRA,41472657,Amanda Johnson,8896309,Team Beta,1,2025-10-28,2026-05-04 07:59:20,1,1,610,0,61,673,0,5,N,0,N,12,8533,Disconnected,,First Time Call,2025-10-28,6146665295,False,False,True
593000000038,593000000038,56746559,Phone Call,8571920500,4193492139,5587174,NRA English,9744596,PMR,52573472,Maria Santos,6427078,Team Alpha,0,2025-11-10,2026-05-04 07:59:20,94,23,516,0,10,643,23,0,Y,0,N,5,2424,Answering Machine,,First Time Call,2025-11-10,4193492139,False,False,True
593000000039,593000000039,89437325,Phone Call,8037986917,7064206935,6362166,Outbound Collection,5244810,SMED,94547195,Michael Rivera,9547965,Team Alpha,1,2025-09-04,2026-05-04 07:59:20,197,4,701,0,103,1005,0,4,N,0,N,19,6448,Left Message,,Repeat Caller,2025-09-04,7064206935,False,False,True
593000000040,593000000040,20881497,Phone Call,8159602458,nan,7217192,NRA English,4806885,SMED,23857615,Jerome Viloria,8828537,Collections North,1,2026-02-14,2026-05-04 07:59:20,254,15,1132,0,102,1503,0,6,N,0,N,25,1258,Payment Collected,,Escalation,2026-02-14,,False,False,False
593000000041,593000000041,26787854,Phone Call,8625623722,7752016764,2672566,NRA English,7478073,NRA,70565077,Robert Garcia,7680041,Team Gamma,1,2025-05-04,2026-05-04 07:59:20,203,11,624,0,8,846,0,0,N,0,N,55,5343,Patient Refused,,,2025-05-04,7752016764,False,False,True
593000000042,593000000042,59180101,Phone Call,8234876831,8133120791,2776223,Outbound Collection,2315802,TRI,41569936,Michael Rivera,1707056,RCM Offshore,0,2026-02-12,2026-05-04 07:59:20,178,29,656,0,3,866,0,7,N,0,N,55,1753,Callback Scheduled,,Escalation,2026-02-12,8133120791,False,False,True
593000000043,593000000043,97792888,Phone Call,8339469342,8178460516,3547090,Outbound Collection,6261234,MRB,16253020,Amanda Johnson,5981246,Team Gamma,0,2026-01-11,2026-05-04 07:59:20,45,25,1160,0,36,1266,1,7,Y,0,N,59,6956,Resolved,,Repeat Caller,2026-01-11,8178460516,False,False,True
593000000044,593000000044,85341722,Phone Call,8974797592,9018925053,1337227,NRA English,1107200,IAI,11915646,David Chen,7900926,Team Gamma,1,2025-05-23,2026-05-04 07:59:20,117,11,581,0,94,803,0,1,N,0,N,58,2595,Wrong Number,,Escalation,2025-05-23,9018925053,False,False,True
593000000045,593000000045,66392350,Phone Call,8566603900,9313008131,5939549,Outbound Collection,7871574,RASFA,25162041,Robert Garcia,8801322,Team Beta,1,2026-01-24,2026-05-04 07:59:20,1,13,1056,0,29,1099,0,0,N,0,N,16,7687,Left Message,,First Time Call,2026-01-24,9313008131,False,False,True
593000000046,593000000046,76265319,Phone Call,8035712462,9319973370,9006116,IAI English,2728095,ACR,27750063,Jennifer Lee,2431498,Collections North,0,2026-02-19,2026-05-04 07:59:20,29,28,938,0,40,1035,0,0,N,0,N,28,9411,Left Message,,First Time Call,2026-02-19,9319973370,False,False,True
593000000047,593000000047,27437509,Phone Call,8546691247,4238700541,7564614,CRC English,8203645,IAI,93399528,Amanda Johnson,2970635,Team Alpha,1,2026-02-07,2026-05-04 07:59:20,5,3,1042,0,20,1070,0,9,N,0,N,9,2013,No Answer,,Repeat Caller,2026-02-07,4238700541,False,False,True
593000000048,593000000048,15802326,Phone Call,8676981409,8133755637,4306161,SAPA English,4143944,SAPA,86935130,Nicole Brown,6885434,Collections North,1,2026-03-17,2026-05-04 07:59:20,245,12,1120,0,76,1453,0,7,N,0,N,29,7701,Promise to Pay,,,2026-03-17,8133755637,False,False,True
593000000049,593000000049,37994511,Phone Call,8122670707,5133546163,4394757,CRC English,9971998,NRA,74025519,Nicole Brown,8467068,PXP - Sagility,0,2025-07-12,2026-05-04 07:59:20,184,24,616,0,45,869,0,8,N,0,N,33,9421,Disconnected,,Escalation,2025-07-12,5133546163,False,False,True
593000000050,593000000050,49948855,Phone Call,8927004642,6146432729,1314098,SAPA English,6828915,MRB,12029138,Sarah Thompson,5252248,Collections North,0,2025-07-01,2026-05-04 07:59:20,77,24,538,0,57,696,0,1,N,0,N,44,3872,Callback Scheduled,,,2025-07-01,6146432729,False,False,True
593000000051,593000000051,84798474,Phone Call,8457456580,6152760391,9953063,Outbound Collection,9121435,TRI,40069150,Robert Garcia,3223115,Collections North,0,2025-08-11,2026-05-04 07:59:20,30,28,801,0,109,968,0,7,N,0,N,45,9017,Payment Collected,,,2025-08-11,6152760391,False,False,True
593000000052,593000000052,74448196,Phone Call,8806477489,2164154397,4038657,SAPA English,9039363,TRI,92075889,Jerome Viloria,3466517,RCM Offshore,1,2025-09-17,2026-05-04 07:59:20,52,13,559,0,108,732,0,8,N,0,N,47,7898,Resolved,,Repeat Caller,2025-09-17,2164154397,False,False,True
593000000053,593000000053,45260083,Phone Call,8829616513,9013716654,7751706,CRC English,8331912,ACRB,54419870,Nicole Brown,4422316,Collections South,0,2025-06-12,2026-05-04 07:59:20,224,25,518,0,39,806,0,7,N,0,N,7,5609,No Answer,,First Time Call,2025-06-12,9013716654,False,False,True
593000000054,593000000054,20756946,Phone Call,8305724719,2145670189,8586256,CRC English,6551354,PMR,97050754,Christopher Martinez,5852466,Team Beta,1,2025-12-05,2026-05-04 07:59:20,106,7,1116,0,42,1271,0,1,N,0,N,22,4350,No Answer,,,2025-12-05,2145670189,False,False,True
593000000055,593000000055,23885655,Phone Call,8493393452,4079735279,2374210,CRC English,8009852,RASFA,81673301,Robert Garcia,8950813,Collections South,1,2025-12-04,2026-05-04 07:59:20,253,18,411,0,18,700,0,2,N,0,N,54,3494,Left Message,,Repeat Caller,2025-12-04,4079735279,False,False,True
593000000056,593000000056,80694902,Phone Call,8822981662,2145318044,1478586,PMR English,7909443,IAI,74961783,Robert Garcia,6776457,Collections South,1,2026-04-30,2026-05-04 07:59:20,39,4,526,0,115,684,1,7,Y,0,N,49,2264,Promise to Pay,,First Time Call,2026-04-30,2145318044,False,False,True
593000000057,593000000057,82549084,Phone Call,8146870763,8139299745,2978868,Outbound Collection,2470919,RASFA,53988098,Sarah Thompson,3000193,Collections South,1,2025-06-22,2026-05-04 07:59:20,41,19,365,0,84,509,0,9,N,0,N,32,6617,Left Message,,,2025-06-22,8139299745,False,False,True
593000000058,593000000058,59199572,Phone Call,8838735715,7258828814,6397203,IAI English,6554900,NRA,48002624,Sarah Thompson,3481269,PXP - Sagility,1,2025-09-07,2026-05-04 07:59:20,144,19,344,0,24,531,37,4,Y,0,N,18,1635,In Queue,,,2025-09-07,7258828814,False,False,True
593000000059,593000000059,13838841,Phone Call,8046581868,6152150980,8981436,NRA English,8434066,PMR,94359572,Amanda Johnson,8847982,Collections South,0,2025-07-03,2026-05-04 07:59:20,76,22,1050,0,81,1229,0,4,N,0,N,13,3348,Promise to Pay,,Repeat Caller,2025-07-03,6152150980,False,False,True
593000000060,593000000060,29486514,Phone Call,8222866364,8135420374,3279429,Inbound Main,4976883,SMED,74225383,Robert Garcia,5098189,RCM Offshore,1,2025-11-13,2026-05-04 07:59:20,48,18,461,0,68,595,0,8,N,0,N,49,7735,Payment Collected,,Repeat Caller,2025-11-13,8135420374,False,False,True
593000000061,593000000061,84012728,Phone Call,8251801849,6159565048,3358174,CRC English,6257797,GSIA,22759825,Nicole Brown,6644480,Collections North,1,2025-10-27,2026-05-04 07:59:20,298,13,75,0,80,466,0,6,N,0,N,39,8569,Wrong Number,,Repeat Caller,2025-10-27,6159565048,False,False,True
593000000062,593000000062,24890788,Phone Call,8016603425,8658060641,1894388,NRA English,6329816,CRC,28891057,Michael Rivera,7608422,Collections North,1,2025-07-18,2026-05-04 07:59:20,29,5,654,0,27,715,0,7,N,0,N,23,9231,Callback Scheduled,,Repeat Caller,2025-07-18,8658060641,False,False,True
593000000063,593000000063,80720697,Phone Call,8421268114,9127970582,5036170,CRC English,8998920,ACR,97178022,Amanda Johnson,8145236,RCM Offshore,0,2026-04-21,2026-05-04 07:59:20,167,23,965,0,97,1252,0,2,N,0,N,27,8685,Callback Scheduled,,First Time Call,2026-04-21,9127970582,False,False,True
593000000064,593000000064,73278264,Phone Call,8393149210,2165052523,8515363,Espanol,3154971,IAI,74872723,Sarah Thompson,1864832,RCM Offshore,1,2025-10-26,2026-05-04 07:59:20,102,11,182,0,94,389,0,4,N,0,N,45,2527,Disconnected,,First Time Call,2025-10-26,2165052523,False,False,True
593000000065,593000000065,44252212,Phone Call,8576500784,6158511072,9034771,Outbound Collection,6049533,MRB,49322397,Ashley Wilson,3339487,Team Beta,0,2025-06-29,2026-05-04 07:59:20,46,22,922,0,73,1063,0,2,N,0,N,49,4145,Wrong Number,,Repeat Caller,2025-06-29,6158511072,False,False,True
593000000066,593000000066,89811655,Phone Call,8533284581,9375945544,7729044,SAPA English,9039056,SMED,63677162,Christopher Martinez,7939595,Collections South,1,2025-05-09,2026-05-04 07:59:20,190,12,300,0,37,539,0,6,N,0,N,1,1768,Resolved,,Repeat Caller,2025-05-09,9375945544,False,False,True
593000000067,593000000067,50307826,Phone Call,8953034231,4192112880,2617047,PMR English,7712329,PMR,22644746,David Chen,6159540,Team Alpha,1,2025-06-10,2026-05-04 07:59:20,240,1,1093,0,40,1374,0,1,N,0,N,28,1090,Payment Collected,,Escalation,2025-06-10,4192112880,False,False,True
593000000068,593000000068,16466360,Phone Call,8521988552,8132887390,6917250,Espanol,8177790,SMED,21350136,Nicole Brown,4934347,Collections North,1,2025-05-26,2026-05-04 07:59:20,63,6,96,0,70,235,0,4,N,0,N,40,9899,In Queue,,First Time Call,2025-05-26,8132887390,False,False,True
593000000069,593000000069,80922065,Phone Call,8190430318,7754785574,2072607,NRA English,3366340,GSIA,17193136,David Chen,6949387,Team Gamma,1,2026-02-25,2026-05-04 07:59:20,87,3,1183,0,28,1301,0,5,N,0,N,11,2417,Callback Scheduled,,Repeat Caller,2026-02-25,7754785574,False,False,True
593000000070,593000000070,58027861,Phone Call,8288458171,4195547061,8864867,SAPA English,6567605,TRI,82269207,Jennifer Lee,7076852,Collections South,1,2025-07-19,2026-05-04 07:59:20,200,1,1081,0,40,1322,0,0,N,0,N,7,5636,Resolved,,,2025-07-19,4195547061,False,False,True
593000000071,593000000071,93397370,Phone Call,8698178091,7024477080,2872433,SAPA English,7928753,SAPA,27801294,Sarah Thompson,7912076,RCM Offshore,0,2026-03-12,2026-05-04 07:59:20,88,22,252,0,4,366,0,6,N,0,N,39,6797,In Queue,,First Time Call,2026-03-12,7024477080,False,False,True
593000000072,593000000072,98940544,Phone Call,8849551985,8173481936,7265776,SAPA English,9053467,MRB,15592638,Maria Santos,1647325,Collections North,1,2026-01-22,2026-05-04 07:59:20,124,1,210,0,91,426,0,9,N,0,N,56,8619,No Answer,,Repeat Caller,2026-01-22,8173481936,False,False,True
593000000073,593000000073,53184499,Phone Call,8324691855,6158690108,7783011,NRA English,4310420,PMR,88971408,Robert Garcia,9371492,Team Gamma,1,2026-01-14,2026-05-04 07:59:20,148,3,878,0,72,1101,0,0,N,0,N,6,2954,In Queue,,,2026-01-14,6158690108,False,False,True
593000000074,593000000074,55660069,Phone Call,8538290821,4784922524,7421072,Espanol,8650697,TRI,71123143,Nicole Brown,2786721,Collections North,1,2026-04-05,2026-05-04 07:59:20,193,11,1158,0,48,1410,0,7,N,0,N,18,7951,Promise to Pay,,First Time Call,2026-04-05,4784922524,False,False,True
593000000075,593000000075,46776725,Phone Call,8234637068,8179749673,5142689,IAI English,2349980,GRH,48471340,Amanda Johnson,6337638,Team Beta,1,2025-06-09,2026-05-04 07:59:20,191,9,240,0,4,444,0,2,N,0,N,37,3568,Wrong Number,,,2025-06-09,8179749673,False,False,True
593000000076,593000000076,81708724,Phone Call,8750074033,8132616399,4759770,SAPA English,5480592,ESR,70779909,Michael Rivera,7932543,RCM Offshore,1,2025-06-15,2026-05-04 07:59:20,82,4,150,0,25,261,0,9,N,0,N,27,7438,In Queue,,First Time Call,2025-06-15,8132616399,False,False,True
593000000077,593000000077,56519418,Phone Call,8330910203,5612345055,6799698,IAI English,9722275,TRI,96400746,Sarah Thompson,8105519,Team Alpha,0,2025-12-06,2026-05-04 07:59:20,254,21,609,0,53,937,0,9,N,0,N,3,1767,Callback Scheduled,,,2025-12-06,5612345055,False,False,True
593000000078,593000000078,52046167,Phone Call,8254945917,nan,6543769,NRA English,4388275,ESR,52320193,Sarah Thompson,2094348,Team Gamma,1,2026-02-27,2026-05-04 07:59:20,148,10,1191,0,18,1367,0,4,N,0,N,4,7400,In Queue,,Escalation,2026-02-27,,False,False,False
593000000079,593000000079,90254232,Phone Call,8105188513,9048683616,5291882,Inbound Main,8847125,ACR,19465694,Michael Rivera,9894368,RCM Offshore,0,2025-06-24,2026-05-04 07:59:20,28,27,89,0,30,174,0,3,N,0,N,37,2955,Promise to Pay,,Repeat Caller,2025-06-24,9048683616,False,False,True
593000000080,593000000080,79836476,Phone Call,8899183160,9316264294,7318592,SAPA English,8910907,ESR,38369720,Christopher Martinez,1034726,RCM Offshore,1,2025-05-21,2026-05-04 07:59:20,238,15,450,0,105,808,0,6,N,0,N,52,4869,Disconnected,,Escalation,2025-05-21,9316264294,False,False,True
593000000081,593000000081,50469801,Phone Call,8064080443,7136909034,2378348,IAI English,6690678,RASFA,17775046,David Chen,3126515,PXP - Sagility,1,2025-10-17,2026-05-04 07:59:20,96,20,426,0,90,632,0,5,N,0,N,2,2232,Patient Refused,,,2025-10-17,7136909034,False,False,True
593000000082,593000000082,15836856,Phone Call,8457833564,5133837610,1598284,Inbound Main,8578169,GSIA,95053058,Sarah Thompson,4679764,Team Gamma,0,2025-09-04,2026-05-04 07:59:20,165,28,892,0,64,1149,0,4,N,0,N,51,7587,In Queue,,Repeat Caller,2025-09-04,5133837610,False,False,True
593000000083,593000000083,90694729,Phone Call,8036994419,9314403194,4282185,Outbound Collection,4021917,IAI,46601456,Robert Garcia,6463330,Collections North,1,2025-12-19,2026-05-04 07:59:20,79,12,801,0,70,962,0,2,N,0,N,25,3195,Promise to Pay,,,2025-12-19,9314403194,False,False,True
593000000084,593000000084,30946709,Phone Call,8126435159,9125603855,9040809,Espanol,4252329,GSIA,27964585,Nicole Brown,1808329,RCM Offshore,0,2026-03-31,2026-05-04 07:59:20,211,21,1147,0,101,1480,0,8,N,0,N,27,9605,Payment Collected,,Escalation,2026-03-31,9125603855,False,False,True
593000000085,593000000085,10690906,Phone Call,8590677411,9546256243,4823760,Espanol,4780974,ACR,71851306,Michael Rivera,8445223,PXP - Sagility,1,2025-05-02,2026-05-04 07:59:20,285,0,320,0,81,686,0,6,N,0,N,53,2415,Resolved,,,2025-05-02,9546256243,False,False,True
593000000086,593000000086,88512498,Phone Call,8507078852,9374152429,1167822,SAPA English,4211380,GSIA,54556999,Nicole Brown,8604995,Collections North,1,2025-11-01,2026-05-04 07:59:20,113,1,584,0,13,711,0,7,N,0,N,22,7760,Disconnected,,Escalation,2025-11-01,9374152429,False,False,True
593000000087,593000000087,61625707,Phone Call,8029610174,5616284870,7148726,NRA English,1346851,NRAA,82887657,Amanda Johnson,6731259,RCM Offshore,1,2026-02-25,2026-05-04 07:59:20,224,20,905,0,76,1225,0,8,N,0,N,46,8686,Disconnected,,,2026-02-25,5616284870,False,False,True
593000000088,593000000088,79250754,Phone Call,8525380233,8177689070,3430219,Espanol,7124595,NRAA,73278375,Michael Rivera,2697210,Team Alpha,1,2025-10-14,2026-05-04 07:59:20,270,18,961,0,115,1364,0,9,N,0,N,53,8671,Left Message,,Repeat Caller,2025-10-14,8177689070,False,False,True
